32,卸妆,干净,功效,正面
32,卸妆,给个好评,功效,正面
33,_,很自然,功效,正面
33,_,好用,整体,正面
34,_,不错,整体,正面
34,_,很好,整体,正面
34,_,快,物流,正面
35,_,合适,价格,负面
35,_,痒,使用体验,负面
35,_,舒服,使用体验,负面
35,_,很多,其他,正面
36,品牌 快递,很快,包装,正面
36,_,值得,整体,正面
37,_,很划算,价格,正面
37,效果,期待,功效,正面
37,_,购买,整体,正面
37,速度,很快,物流,正面
38,_,很水润,使用体验,正面
38,包装,不错,包装,正面
38,_,推荐,整体,正面
39,_,试用,整体,正面
39,快递小哥服务,很好,物流,正面
39,物流,很快,物流,正面
40,活动,希望,价格,正面
40,_,划,整体,正面
40,_,得,整体,正面
41,_,不紧绷,使用体验,正面
41,_,水水的,使用体验,正面
41,_,很好用,整体,正面
42,质量,一般,其他,中性
43,_,挺好用的,整体,正面
43,酒精味,重,气味,负面
44,货,很喜欢,物流,正面
45,_,很好,整体,正面
45,_,购买,整体,正面
46,_,还可以,整体,正面
47,_,很温和,使用体验,正面
47,_,非常不错,整体,正面
47,味道,刺鼻,气味,正面
47,味道,没有,气味,负面
48,_,不错,整体,正面
48,_,还行,整体,正面
49,价,不值,价格,负面
49,盒子,没有,包装,负面
49,_,垃圾,整体,负面
49,发货,没有,物流,负面
50,_,方便,使用体验,负面
50,_,还不错,整体,正面
50,香味,淡淡的,气味,正面
51,_,不错,整体,正面
52,_,不油腻,使用体验,正面
52,_,显白,功效,正面
52,_,好用,整体,正面
53,价格,挺便宜的,价格,正面
53,效果,好,功效,正面
53,效果,希望,功效,正面
53,_,好不,整体,正面
53,_,好用,整体,正面
54,_,不错,整体,正面
54,中午,到,物流,中性
54,快递速度,快,物流,正面
54,小哥点,赞,物流,正面
55,实惠,很不错,价格,正面
56,_,很喜欢,整体,正面
57,_,好用,整体,正面
58,_,大大的,包装,中性
58,_,柔和,整体,正面
58,_,满意,整体,正面
59,_,辣眼睛,使用体验,负面
59,_,疼,整体,负面
60,_,很滑,使用体验,正面
60,_,非常好,整体,正面
61,_,好好,整体,正面
62,_,上,整体,正面
62,_,不好用,整体,负面
62,_,不适合,整体,负面
62,_,总,整体,正面
63,活动,_,价格,正面
63,_,合适,价格,正面
64,_,不错,整体,正面
64,_,很适合,整体,正面
65,质量,不错,其他,正面
65,换装,不错,整体,正面
65,换装,很给力,物流,正面
65,送货师傅,很给力,物流,正面
66,_,还可以,整体,正面
66,物流,很快,物流,正面
67,_,好用,整体,负面
67,_,洗面,整体,正面
68,包装,不错,包装,正面
68,_,好用,整体,正面
68,_,期待,整体,正面
68,物流,非常快,物流,正面
69,快递,_,物流,负面
70,_,还可以,整体,正面
71,_,挺好的,整体,正面
72,包装,很一般,包装,中性
73,_,_,_,_
74,_,_,_,_
75,活动,非常划算,价格,正面
75,_,温和不刺激,使用体验,正面
75,关键,好,整体,正面
75,_,真心不错,整体,正面
76,_,很好用,整体,正面
77,_,好好用,整体,正面
77,_,好评,整体,正面
77,_,购买,整体,正面
78,价格,便宜,价格,正面
78,性价比,高,价格,正面
78,包装,不错,包装,正面
78,_,应该还可以,整体,正面
79,包装,很好,包装,正面
79,快递,快,物流,正面
80,补水效果,失望,功效,负面
80,补水效果,希望,功效,正面
80,_,评论,整体,负面
80,_,还不错,整体,正面
81,_,真的很好,整体,正面
82,_,不错,整体,正面
82,购买,值得,整体,正面
82,_,值得,整体,正面
82,物流,很快,物流,正面
83,_,还行,整体,正面
84,_,回购,整体,正面
84,女朋友,还不错,整体,正面
85,设计,好用,其他,正面
85,设计,希望,其他,正面
85,设计,很喜欢,其他,正面
85,_,推荐,整体,正面
85,_,购买,整体,正面
86,_,得,功效,正面
86,_,很好,整体,正面
86,_,很好用,整体,正面
86,_,超喜欢,整体,正面
87,水,用后,成分,正面
87,_,好评,整体,正面
87,速度,很快,物流,正面
88,_,很划算,价格,正面
88,_,不紧绷,使用体验,正面
88,_,很清爽,使用体验,正面
88,面奶,很温和,使用体验,正面
89,个人,非常好用,整体,正面
90,_,不错,整体,正面
91,_,不错,整体,正面
91,_,挺好的,整体,正面
92,味道,不是很喜欢,气味,负面
93,_,很细腻,使用体验,正面
93,_,很好用,整体,正面
93,干性皮肤,适合,整体,正面
93,味道,特别好闻,气味,正面
94,价格,优惠,价格,正面
94,_,满意,整体,正面
95,_,挺好的,整体,正面
96,_,好评,整体,正面
97,价格,实惠,价格,正面
97,包装,精美,包装,正面
98,赠品,小,价格,正面
98,隔离,一直用,功效,正面
98,隔离,很不错,功效,正面
98,隔离,紫色,功效,正面
98,隔离,非常喜欢,功效,正面
98,快递,给力,物流,正面
99,补水效果,好,功效,正面
99,_,购买,整体,正面
100,_,特别水润,使用体验,正面
100,补水效果,特别好,功效,正面
100,_,完脸,整体,正面
100,_,推荐,整体,正面
101,性价比,高,价格,正面
101,_,还可以,整体,正面
102,_,不油腻,使用体验,正面
102,包装,新,包装,正面
102,包装,旧,包装,负面
102,味道,淡淡的,气味,正面
103,_,水水的,使用体验,正面
103,_,很喜欢,整体,正面
103,_,用后,整体,正面
104,_,便宜,价格,正面
104,_,实惠,价格,正面
104,质量,可以,其他,正面
105,外面,硬,整体,正面
105,_,还可以,整体,正面
106,活动,很多,价格,正面
106,_,值得,整体,正面
106,店里,好用,整体,正面
106,_,购买,整体,正面
106,_,超级好用,整体,正面
107,_,很不错,整体,正面
107,_,购买,整体,正面
108,今天晚上,不错,整体,正面
108,今天晚上,贴,整体,正面
109,_,很好用,整体,正面
109,送货,快,物流,正面
110,味道,还行,气味,正面
111,性价比,很高,价格,正面
111,补水,上,功效,正面
111,用用,还不错,整体,正面
112,遮瑕效果,非常好,功效,正面
112,香味,_,气味,正面
112,_,是正品,真伪,正面
113,保湿效果,不错,功效,正面
113,_,挺好用的,整体,正面
114,隔离,一直用,功效,正面
114,_,非常好用,整体,正面
115,_,很好用,整体,正面
115,购物体验,愉快,整体,正面
116,_,值得,整体,正面
117,_,挺好的,整体,正面
117,_,用后,整体,正面
117,_,很快,物流,正面
118,_,不贵,价格,正面
118,价格,合适,价格,正面
118,_,好用,整体,正面
119,性价比,高,价格,正面
119,_,很好用,整体,正面
119,物流,很快,物流,正面
119,_,是正品,真伪,正面
120,效果,不错哦,功效,正面
120,_,可以,整体,正面
120,_,挺好的,整体,正面
121,_,挺好的,整体,正面
122,赠品,上,价格,正面
122,份,试用,成分,正面
122,_,不好,整体,负面
122,_,闻,整体,负面
122,味道,不好闻,气味,负面
123,_,可以,整体,正面
124,_,好,整体,正面
124,_,很好用,整体,正面
125,_,不贵,价格,正面
125,_,好用,整体,正面
126,质量,一如既往的好,其他,正面
126,质量,不错,其他,正面
127,_,挺清爽的,使用体验,正面
127,_,值得,整体,正面
127,_,好用,整体,正面
127,_,购买,整体,正面
127,送货速度,很快,物流,正面
127,送货速度,很方便,物流,正面
128,_,还可以,整体,正面
129,吸收,好些,使用体验,正面
129,_,上,整体,正面
129,_,不怎么样,整体,负面
129,时间,要,物流,正面
130,_,物美价廉,价格,正面
130,盒子,很漂亮,包装,正面
130,发货,快,物流,正面
131,活动,_,价格,正面
132,_,不好,整体,负面
133,_,_,_,_
134,物流,快,物流,正面
135,价格,差不多,价格,正面
135,赠品,没有,价格,负面
135,_,到,整体,中性
135,_,购买,整体,正面
135,购买,还有,整体,正面
136,优惠,期待,价格,正面
136,_,不干,使用体验,正面
136,_,很舒服,使用体验,正面
136,_,好用,整体,正面
136,_,超级好用,整体,正面
137,价格,买错,价格,正面
137,价格,便宜,价格,正面
137,价格,没,价格,负面
137,水份,多,成分,正面
137,水份,紧,成分,正面
138,_,超级划算,价格,正面
138,补水,大,功效,正面
138,爱,爱,功效,正面
138,补水,超,功效,正面
138,_,五星,整体,正面
138,_,好评,整体,正面
139,_,_,_,_
140,效果,期待,功效,正面
141,补水效果,很好,功效,正面
141,_,很好用,整体,正面
141,妆容,完美,物流,正面
142,补水,特别好,功效,正面
142,_,很喜欢,整体,正面
143,_,挺实惠,价格,正面
143,_,很滋润,使用体验,正面
143,_,蛮好用,整体,正面
144,赠品,多,价格,正面
144,今天,到,整体,中性
144,_,很好用,整体,正面
144,物流,很快,物流,正面
145,包装,不错,包装,正面
145,物流杠杠,到手,物流,正面
145,今天早上,购买,物流,正面
146,补水,多,功效,正面
146,补水,干燥,功效,负面
146,补水,要,功效,正面
146,补水,轻薄,功效,正面
146,补水,透气,功效,正面
147,_,还可以,整体,正面
148,补水效果,特别好,功效,正面
149,效果,不是太好,功效,负面
149,效果,还可以,功效,正面
150,补水,准备,功效,正面
150,效果,增白,功效,正面
150,_,很好,整体,正面
151,_,好评,整体,正面
151,顾客,老,整体,正面
152,_,喜欢,整体,负面
153,_,不错,整体,正面
153,_,点赞,整体,正面
153,服务,超好,服务,正面
154,个人,干,使用体验,负面
154,_,搓泥,使用体验,负面
154,油性肌肤,适合,整体,正面
155,经济,实惠,价格,正面
155,_,好用,整体,正面
155,_,希望,整体,正面
155,送货速度,喜欢,物流,正面
156,_,很好用,整体,正面
157,_,_,_,_
158,性价比超高,喜欢,价格,正面
158,_,不油腻,使用体验,正面
159,_,是正品,真伪,正面
160,_,非常滋润,使用体验,正面
160,效果,不错,功效,正面
160,_,好好,整体,正面
160,_,推荐,整体,正面
160,_,要,整体,正面
161,_,很实惠,价格,正面
161,_,很好用,整体,正面
162,价格,实惠,价格,正面
162,_,挺好,整体,正面
162,物流,很快,物流,正面
163,_,很清爽,使用体验,正面
163,卸妆,很温和,功效,正面
163,_,不伤,整体,正面
163,_,挺好用的,整体,正面
164,商品外包装,几样,包装,正面
164,商品外包装,好,包装,正面
164,_,不好,整体,负面
164,快递,_,物流,负面
165,_,很喜欢,整体,正面
165,物流速度,不错,物流,正面
166,_,挺好用的,整体,正面
166,客户,老,整体,正面
167,_,实惠,价格,正面
167,_,非常不错,整体,正面
168,_,挺滋润的,使用体验,正面
168,_,挺好用的,整体,正面
169,_,好用,整体,正面
169,_,好评,整体,正面
170,暗黄色皮肤,适合,整体,正面
171,专柜,便宜,价格,正面
171,面奶,总,价格,正面
171,专柜,要,价格,正面
171,专柜,洗不干净,功效,负面
171,面奶,好用,整体,正面
172,活动,快,价格,正面
172,滋润,快,使用体验,正面
172,吸收,快,使用体验,正面
172,滋润,超,使用体验,正面
173,包装,_,包装,正面
174,质量,很好,其他,正面
174,_,值得,整体,正面
174,_,很好闻,气味,正面
175,_,回购,整体,正面
175,_,很好用,整体,正面
176,卡粉,有点点,使用体验,中性
177,_,一如既往的好,整体,正面
178,_,有点紧绷,使用体验,负面
178,补水效果,挺好的,功效,正面
178,_,完脸,整体,正面
178,_,挺满意的,整体,正面
178,_,还不错,整体,正面
179,_,物聊,价格,正面
179,_,物超所值,整体,正面
179,_,超快,物流,正面
180,_,不油腻,使用体验,正面
180,推开,挺快的,使用体验,正面
180,持久情况,挺不错的,功效,正面
181,_,不油腻,使用体验,正面
181,_,不过敏,使用体验,正面
181,_,很保湿,功效,正面
181,_,很好,整体,正面
182,_,挺干的,使用体验,负面
182,_,还不错,整体,正面
183,_,很好用,整体,正面
183,_,是正品,真伪,正面
184,_,比较优惠,价格,正面
184,隔离,不错,功效,正面
184,_,购买,整体,正面
185,_,还不知道,功效,中性
185,_,可以,整体,正面
186,_,非常不错,整体,正面
186,物流速度,快,物流,正面
187,保湿效果,很好,功效,正面
188,_,特别好用,整体,正面
188,_,赞,整体,正面
189,_,不脱妆,使用体验,正面
189,_,很滋润,使用体验,正面
189,_,挺好用的,整体,正面
190,价格,不错,价格,正面
190,价格,合适,价格,正面
191,_,喜欢,整体,正面
191,_,希望,整体,正面
191,_,很不错,整体,正面
192,_,很舒服,使用体验,正面
192,_,很好用,整体,正面
192,_,贴在,整体,正面
193,_,不错,整体,正面
193,_,回购,整体,正面
194,泡泡,很多,使用体验,负面
194,清香,很好,气味,正面
194,气味,很好,气味,正面
194,清香,淡淡的,气味,正面
194,清香,闻,气味,正面
194,气味,闻,气味,正面
195,效果,一般,功效,中性
195,效果,可以,功效,正面
195,效果,扣,功效,正面
195,描述 额,到,整体,中性
196,包装盒子,没有,包装,负面
196,商家,扣,服务,正面
196,商家,没有,服务,负面
197,_,还行,整体,正面
198,洗完,不紧绷,使用体验,正面
198,_,还可以,整体,正面
199,_,很满意,整体,正面
199,_,还不错,整体,正面
199,物流,很快,物流,正面
200,油性皮肤,有些油,使用体验,负面
200,补水,可以,功效,正面
200,油性皮肤,建议,整体,正面
200,个人,建议,整体,正面
200,油性皮肤,购买,整体,正面
201,_,很不错,整体,正面
201,_,很喜欢,整体,正面
201,_,棒棒的,整体,正面
201,_,赞一个,整体,正面
201,送货速度,快,物流,正面
202,购买,值得,整体,正面
202,_,很喜欢,整体,正面
203,_,好评,整体,正面
203,_,挺好的,整体,正面
203,物流,挺快的,物流,正面
204,s,还可以,整体,正面
205,_,不卡粉,使用体验,正面
205,_,很好,整体,正面
206,_,大大的,包装,中性
206,盒子,很精美,包装,正面
206,_,很好用,整体,正面
206,_,相信,整体,正面
206,卖家,良心,服务,正面
207,香味,不刺激,气味,正面
207,香味,很喜欢,气味,正面
207,香味,很好用,气味,正面
207,香味,特别好,气味,正面
207,香味,重,气味,正面
208,_,很滑,使用体验,正面
208,_,很舒服,使用体验,正面
208,_,好评,整体,正面
208,_,挺好用的,整体,正面
209,速度,快,物流,正面
210,活动,给力,价格,正面
210,活动,贵些,价格,正面
210,时候,贵些,整体,正面
211,补水效果,特别好,功效,正面
211,_,很喜欢,整体,正面
212,泡沫,没有,使用体验,负面
212,_,假的,真伪,负面
213,效果,不好,功效,负面
213,_,好用,整体,正面
214,效果,不错,功效,正面
214,效果,满意,功效,正面
215,_,很干净,功效,正面
215,_,非常好用,整体,正面
216,_,不油腻,使用体验,正面
216,_,很好用,整体,正面
216,_,得,整体,正面
216,_,购买,整体,正面
216,_,快,物流,正面
217,补水,_,功效,正面
217,秋冬季,好好,功效,正面
217,秋冬季,要,功效,正面
217,保湿,要,功效,正面
217,_,不错,整体,正面
217,推荐,入手,整体,正面
218,效果,期待,功效,正面
218,hellip,不错,整体,正面
218,快递,超级给力,物流,正面
219,活动,定,价格,正面
219,赠品,还有,价格,正面
219,颜值,很惊喜,包装,正面
219,成分,安全,成分,正面
219,成分,很好用,成分,正面
219,成分,推荐,成分,正面
219,_,好,整体,正面
219,_,开森,整体,正面
219,_,要,整体,正面
219,_,试用,整体,正面
219,到货,定,物流,正面
220,包装,挺好看的,包装,正面
220,家,送到,服务,正面
220,快递小哥,送到,物流,正面
221,_,很多,其他,正面
221,_,不错,整体,正面
221,_,喜欢,整体,正面
221,_,小,整体,正面
222,_,很便宜,价格,正面
223,涨价,很好用,价格,正面
224,_,好用,整体,正面
225,_,_,_,_
226,_,很好,整体,正面
227,_,好好用,整体,正面
227,_,很方便,整体,正面
228,速度,飞快,物流,正面
229,_,光滑,使用体验,正面
229,购买,值得,整体,正面
229,购买,可以,整体,正面
229,_,洗面,整体,正面
230,_,不过敏,使用体验,正面
230,_,很好用,整体,正面
230,_,敏感,整体,负面
231,_,喜欢,整体,正面
231,体验,真心不错,整体,正面
231,物流,快,物流,正面
232,价格,便宜,价格,正面
232,_,好,整体,正面
232,_,希望,整体,正面
232,_,很好,整体,正面
232,物流,很快,物流,正面
233,整体描述 物超所值,好评,价格,正面
234,_,好,整体,正面
235,_,还好,整体,正面
236,轻薄,比较保湿,使用体验,正面
236,轻薄,泛黄,使用体验,正面
237,人,很多,物流,正面
237,人,挺好,物流,正面
238,优惠卷,很开心,价格,负面
239,吸收,很好,使用体验,正面
239,_,很喜欢,整体,正面
240,_,不错,整体,正面
241,_,很多,其他,正面
241,补水,还可以,功效,正面
241,_,不错,整体,正面
242,_,便宜,价格,正面
243,_,很多,其他,正面
243,效果,没什么,功效,负面
243,_,一般,整体,中性
243,_,回购,整体,正面
244,_,不错,整体,正面
244,_,非常好用,整体,正面
245,速度,快,物流,正面
246,性价比,高,价格,正面
246,_,很不错,整体,正面
246,服务,很好,服务,正面
247,护肤,没用,功效,负面
247,效果,还不错,功效,正面
248,美白,很喜欢,功效,正面
248,美白,闻,功效,正面
248,爱,很喜欢,整体,正面
248,味道,很舒服,气味,正面
248,爱,闻,气味,正面
248,味道,闻,气味,正面
249,滋润,不油腻,使用体验,正面
249,_,挺好的,整体,正面
250,质量,不错,其他,正面
250,_,购买,整体,正面
251,_,很服帖,使用体验,正面
251,_,自然,功效,正面
251,_,挺好用的,整体,正面
251,_,推荐,整体,正面
252,_,痛,整体,负面
253,_,好用,整体,正面
253,_,希望,整体,正面
253,客服,_,服务,正面
253,海狮,小,服务,正面
253,服务,感谢,服务,正面
254,补水,好用,功效,正面
254,补水,没有,功效,负面
254,_,一般,整体,中性
255,精华,多,成分,正面
255,精华,敷贴,成分,正面
255,精华,薄薄的,成分,正面
255,_,挺好用的,整体,正面
256,活动,不给力,价格,负面
256,_,方便,使用体验,正面
256,_,快捷,其他,正面
257,_,_,_,_
258,_,购买,整体,正面
258,_,非常的好用,整体,正面
259,_,好小,尺寸,负面
260,_,坏了,包装,负面
260,失望,感到,整体,正面
260,心情,感到,整体,正面
260,_,打开,整体,正面
261,_,好用,整体,正面
262,_,习惯,整体,正面
262,_,好用,整体,正面
262,_,好评,整体,正面
263,_,物有所值,整体,正面
263,_,购买,整体,正面
264,_,_,_,_
265,_,还可以,整体,正面
266,提亮肤色,有点干,功效,负面
266,效果,没有,功效,负面
266,_,还可以,整体,正面
267,_,便宜,价格,正面
267,_,通透,使用体验,正面
267,_,好用,整体,正面
268,_,不错,整体,正面
269,_,辣眼睛,使用体验,负面
269,防晒效果,_,功效,中性
269,味道,奇怪,气味,正面
270,_,很滋润,使用体验,正面
270,精华,好多,成分,正面
270,MM们,喜欢,整体,正面
270,_,特别喜欢,整体,正面
271,_,很滋养,使用体验,正面
271,_,好的很,整体,正面
271,孩子,很喜欢用,整体,正面
271,_,美美哒,整体,正面
272,包装,完好,包装,正面
272,购物,完好,包装,正面
272,购物,好,整体,正面
272,购物,满意,整体,正面
272,服务,好,服务,正面
272,物流,很快,物流,正面
272,购物,很快,物流,正面
273,价格优惠券补水,不错,价格,正面
273,活动,不错,价格,正面
273,价格优惠券补水,合适,价格,正面
273,价格优惠券补水,行,价格,正面
273,礼品袋装,行,价格,正面
274,_,不脱妆,使用体验,正面
274,_,挺好用的,整体,正面
274,香味,淡淡的,气味,正面
275,_,很好用,整体,正面
276,卡粉,无敌卡,使用体验,负面
276,卡粉,粉,使用体验,负面
276,卡粉,超级差,使用体验,负面
277,补水效果,很好,功效,正面
277,补水效果,很舒服,功效,正面
278,泡泡,细腻,使用体验,负面
278,效果,很一般,功效,中性
279,_,满意,整体,正面
279,服务,很好,服务,正面
279,快递,很快,物流,正面
279,_,正品,真伪,正面
280,效果,真的不错,功效,正面
280,货,是正品,物流,正面
281,味道,很细腻,气味,正面
282,_,水水润润的,使用体验,正面
282,_,信任,整体,正面
282,_,只用,整体,正面
283,活动,_,价格,正面
283,_,超级划算,价格,正面
283,包装,好看,包装,正面
283,外面店子,到,整体,中性
283,_,不一样,气味,负面
284,质量,差,其他,负面
285,_,不卡粉,使用体验,正面
285,_,有点小,尺寸,负面
285,_,挺好的,整体,负面
285,今天,还不错,整体,正面
286,_,挺好用的,整体,正面
287,_,挺好的,整体,正面
287,_,购买,整体,正面
288,早上,到,整体,中性
288,_,棒棒哒,整体,正面
288,物流,很快,物流,正面
289,_,挺好用的,整体,正面
289,_,选,整体,正面
290,_,购买,整体,正面
290,_,真品,真伪,正面
291,补水效果,很好,功效,正面
292,_,很好用,整体,正面
293,_,清爽,使用体验,正面
293,_,用后,使用体验,正面
293,_,舒服,使用体验,正面
293,_,不错,整体,正面
294,美眉们,建议,使用体验,正面
294,水润服帖,建议,使用体验,正面
294,水润服帖,试用,使用体验,正面
294,美眉们,试用,使用体验,正面
294,_,谢谢,使用体验,正面
294,美眉们,白,功效,正面
295,_,很多,其他,正面
295,_,长,整体,正面
296,_,很好用,整体,正面
296,店家,很多,服务,正面
297,_,还可以,整体,正面
298,_,优惠,价格,正面
298,赠品,好,价格,正面
298,_,建议,整体,正面
298,_,要,整体,正面
298,_,骗人的,整体,负面
299,购买,很服帖,使用体验,正面
299,购买,不错,整体,正面
299,购买,可以,整体,正面
299,购买,很快,物流,正面
299,物流,很快,物流,正面
300,价格,小贵,价格,正面
300,_,很棒,整体,正面
300,_,送到,整体,正面
301,_,不干燥,使用体验,正面
301,_,滑滑的,使用体验,正面
302,外包装,真好,包装,正面
302,外包装,赠,包装,正面
303,_,很舒服,使用体验,正面
303,_,不错,整体,正面
304,_,不错,整体,正面
305,小礼品,_,价格,正面
305,_,很喜欢,整体,正面
306,_,比较实惠,价格,正面
306,_,相信,整体,正面
307,_,很好用,整体,正面
308,_,不错,整体,正面
309,_,很满意,整体,正面
309,_,要,整体,负面
309,_,还有,整体,正面
309,快递,真快,物流,正面
310,下面,很少,使用体验,负面
310,_,太少了,其他,负面
310,下面,干,整体,负面
311,_,不错,整体,正面
311,_,很好用,整体,正面
312,擦上去,很白,功效,正面
312,_,还可以,整体,正面
312,_,很香,气味,正面
313,遮瑕效果,_,功效,中性
313,_,不错,整体,正面
313,_,可以,整体,正面
314,过份,有点小,尺寸,负面
315,_,相当实惠,价格,正面
315,_,挺好,整体,正面
315,_,满意,整体,正面
316,_,漂亮,包装,正面
316,_,很好,整体,正面
317,_,太小,尺寸,负面
317,精华,太少了,成分,负面
317,_,差评,整体,负面
318,上妆效果,还可以,功效,正面
319,价格,一样,价格,正面
319,赠品,一样,价格,正面
319,价格,是正品,价格,正面
319,赠品,没有,价格,负面
320,价格,合适,价格,正面
320,保湿,不错,功效,正面
320,_,很好,整体,正面
320,_,推荐,整体,正面
321,失望,不会有,使用体验,正面
321,失望,希望,整体,正面
321,速度,超快,物流,正面
322,_,物美价廉,价格,正面
322,_,贵,价格,负面
323,包装,很好看,包装,正面
324,_,很薄,使用体验,正面
324,补水效果,很好,功效,正面
325,价格,高,价格,正面
326,保湿效果,很好,功效,正面
327,质量,很高,其他,正面
327,质量,特别好,其他,正面
327,_,很喜欢,整体,正面
327,_,特别喜欢,整体,正面
327,_,非常喜欢,整体,正面
328,_,不错,整体,正面
328,_,准备,整体,正面
328,_,挺好用的,整体,正面
329,_,一如既往的好,整体,正面
329,_,不错,整体,正面
330,_,好多,价格,正面
330,_,不错,整体,正面
330,_,推荐,整体,正面
331,_,很服帖,使用体验,正面
331,_,只用,整体,正面
332,_,很不错,整体,正面
332,_,淡,整体,正面
333,提亮肤色,不油腻,功效,正面
333,人,清新,物流,正面
334,保湿效果,好,功效,正面
334,味道,好闻,气味,正面
335,速度,很快,物流,正面
336,油性皮肤,有点油,使用体验,负面
336,油性皮肤,很保湿,功效,正面
337,_,不错,整体,正面
337,_,很好,整体,正面
337,物流,给了,物流,正面
338,速度,快,物流,正面
338,速度,要,物流,正面
339,_,有点干,使用体验,负面
340,送货,一直在用,物流,正面
340,送货,不错,物流,正面
340,送货,很快,物流,正面
341,_,很喜欢,整体,正面
341,_,很好,整体,正面
342,_,不干,使用体验,正面
342,_,不油腻,使用体验,正面
342,女生使用,嫩嫩的,使用体验,正面
342,_,非常滋润,使用体验,正面
342,_,很自然,功效,正面
342,女生使用,小,整体,正面
342,女生使用,很适合,整体,正面
343,_,超级划算,价格,正面
343,_,不干,使用体验,正面
343,泡沫,很多,使用体验,正面
343,_,挺滋润的,使用体验,正面
343,_,完脸,整体,正面
344,_,很实惠,价格,正面
344,发货速度,很实惠,物流,正面
344,发货速度,快,物流,正面
345,好处,不紧绷,使用体验,正面
345,_,温和,使用体验,正面
345,好处,回购,整体,正面
346,期待,高,价格,正面
346,包装颜值,满满,包装,正面
346,物流,满意,物流,正面
346,物流,超级快,物流,正面
347,_,平价,价格,正面
347,补水,不错,功效,正面
348,肌用,敏感,整体,正面
349,_,准备,整体,正面
349,_,还不错,整体,正面
349,_,还可以,整体,正面
350,_,掉皮,使用体验,负面
350,效果,没,功效,负面
350,_,白白的,功效,正面
351,_,还不错,整体,正面
352,_,_,_,_
353,_,可以,整体,正面
353,_,很不错,整体,正面
354,_,还算可以,功效,正面
354,_,得,整体,正面
355,持久情况,有点黏黏,功效,中性
355,_,可以,整体,正面
356,_,干皮,使用体验,正面
356,_,还好,整体,正面
356,味道,很好闻,气味,正面
357,价格,实惠,价格,正面
357,价格,挺好用的,价格,正面
357,乳液,还有,成分,正面
357,_,还不错,整体,正面
358,保湿效果,非常好,功效,正面
359,_,评论,整体,负面
360,_,不过敏,使用体验,正面
360,_,很水润,使用体验,正面
360,_,很薄,使用体验,正面
360,_,方便,使用体验,正面
360,_,快捷,其他,正面
361,_,不油腻,使用体验,正面
361,_,很清爽,使用体验,负面
361,_,不错,整体,正面
361,_,值得,整体,负面
361,_,可以,整体,正面
362,_,辣眼睛,使用体验,正面
362,_,挺好用的,整体,正面
362,味道,_,气味,中性
362,面奶,淡淡的,气味,正面
363,_,好用,整体,负面
364,_,不错,整体,正面
365,补水效果,非常好,功效,正面
365,购买,值得,整体,正面
366,今天,到,整体,中性
366,快递,很给力,物流,正面
367,今天早上,还可以,整体,正面
368,效果,好的,功效,正面
368,效果,希望,功效,正面
368,_,挺好的,整体,正面
369,_,挺好用的,整体,正面
370,_,不错,整体,正面
371,_,挺好用的,整体,正面
372,赠品,_,价格,正面
372,颜色,好,功效,正面
372,_,值得,整体,正面
372,_,物超所值,整体,正面
372,_,购买,整体,正面
372,物流,快,物流,正面
373,_,物美价廉,价格,正面
373,包装,很好,包装,正面
373,_,不错,整体,正面
373,物流,很快,物流,正面
